ETC_20150317_000001	Kepa
ETC_20151224_017841	Zacaras
ETC_20151224_017842	Litas
ETC_20151224_017843	Let's move out from the monastery!
ETC_20151224_017844	It's a demon!
ETC_20151224_017845	Thank you. I am alive thanks to you!
ETC_20151224_017846	Ugh... My head...
ETC_20151224_017847	Oh, you!
ETC_20151224_017848	Stop!!
ETC_20151224_017849	Thankfully, you moved according to my scenario.
ETC_20151224_017850	You don't know that I leaked the information on purpose...
ETC_20151224_017851	Here... Am... I...
ETC_20151224_017852	Rose, are you alright?
ETC_20151224_017853	No!!{nl}You did what you should not!!
ETC_20151224_017854	Rose!!
ETC_20151224_017855	What, this can't be...{nl}I should've clearly removed it.
ETC_20151224_017856	Do you think only I control{nl}minds of those who are qualified?
ETC_20151224_017857	Deathweaver... It's dinner time!
ETC_20151224_017858	Laswi?
ETC_20151224_017859	Laswi, what's wrong?
ETC_20151224_017860	Damn, it's a demon!{nl}Run!
ETC_20151224_017861	The demons... took the villagers...
ETC_20151224_017862	Rose! Run away!
ETC_20151224_017863	The demons are trying to kidnap Rose!{nl}Rescue Rose from the demons!
ETC_20151224_017864	You've found someone with the qualifications.
ETC_20151224_017865	Go to the monastery with the woman.
ETC_20151224_017866	Giant Bracken
ETC_20151224_017867	The demons saw us!
ETC_20151224_017868	Okay. Let's go!
ETC_20151224_017869	A hidden Demonic Power Supply Device has shown up!
ETC_20151224_017870	Succ... success...
ETC_20151224_017871	Darn it! It's a barrier!
ETC_20151224_017872	I will look for a way so please get rid of de the demons!
ETC_20151224_017873	Melchioras!
ETC_20151224_017874	I hope we succeed...
ETC_20151224_017875	It's done!
ETC_20151224_017876	Remember it well with your own eyes!
ETC_20151224_017877	This is the true...
ETC_20151224_017878	power of the Kruvina!
ETC_20151224_017879	Back off!
ETC_20151224_017880	The holy relic starts to fluctuate after hearing the sound of Juta's prayer!
ETC_20151224_017881	As the ominous energy starts to spread to the Holy Relic of the Order{nl}Carlyle's Spirit starts to suffer!
ETC_20151224_017882	The stone that is filled with evil thoughts is shining{nl}It seems that you would be able to destroy the sacred objects if you use the stone.
ETC_20151224_017883	Cerbero appeared after destroying the wires!{nl}Derrota Cerbero
ETC_20151224_017884	Here!{nl}Do something about it!
ETC_20151224_017885	Rocksodon is attacking from under the water!
ETC_20151224_017886	Monsters are attacking!
ETC_20151224_017887	The Hydra ran away as soon as the villagers rushed in
ETC_20151224_017888	Hmm... Who's that?
ETC_20151224_017889	There it is!
ETC_20151224_017890	Are you okay?
ETC_20151224_017891	Is that the Hydra?
ETC_20151224_017892	What? It's running away!
ETC_20151224_017893	It seems that the Hydra is furious!{nl}Derrota the Hydra!
ETC_20151224_017894	Chaparición ha aparecido!
ETC_20151224_017895	Avoid the magic dissolving pole and move the magic condensed sphere{nl}to magic sensing region!
ETC_20151224_017896	Magic Sensing Region
ETC_20151224_017897	Attack the practice pole when it shines!
ETC_20151224_017898	It seems that the monstruos are using the{nl}Esculturas de Búho to send light beads to somewhere else.
ETC_20151224_017899	The Escultura de Búho is asking for ¡Ayuda!
ETC_20151224_017900	S-Someone... help me, please!
ETC_20151224_017901	Avoid the surveillance sphere and eliminate{nl}the Surveillance Sphere Círculo Mágico across!
ETC_20151224_017902	Surveillance Sphere Círculo Mágico
ETC_20151224_017903	All the souls have been freed!
ETC_20151224_017904	The demon protecting the Soul Starvation ha aparecido!
ETC_20151224_017905	How rude...
ETC_20151224_017906	Run!{nl}Zaura is coming soon!
ETC_20151224_017907	The Hechicero disappeared after taking unstable Kruvina!{nl}Derrota Zaura who received powers from Giltine
ETC_20151224_017908	Derrota Drapeliun by helping Hauberk!
ETC_20151224_017909	Come out, come out, wherever you are!
ETC_20151224_017910	What the hell...
ETC_20151224_017911	The demons that sensed someone's presence are coming!
ETC_20151224_017912	Cursed Idol
ETC_20151224_017913	Clymen ha aparecido!
ETC_20151224_017914	An unknown sacred power is bursting inside the body!
ETC_20151224_017915	Deshazte del Revelador.
ETC_20151224_017916	As you destroyed the Cursed Idol, Denóptico appeared and started to attack!
ETC_20151224_017917	Derrota Monarca Espectral and rescue Sacerdote Pranas!
ETC_20151224_017918	Something has fallen from the tent that the Minotauro had destroyed.{nl}Derrota Minotauro and check what has fallen down!
ETC_20151224_017919	Unknown Diary
ETC_20151224_017920	Chafer, the owner of the nest is attacking!
ETC_20151224_017921	Monsters!
ETC_20151224_017922	Calm down!
ETC_20151224_017923	Please wait for your turn!
ETC_20151224_017924	What is that!
ETC_20151224_017925	Derrota the Woodspirit that suddenly appeared!
ETC_20151224_017926	A title given to CBT1 participants.
ETC_20151224_017927	Strong-willed Adventurer
ETC_20151224_017928	Obtain 1,500 Gimmick Achievement Points
ETC_20151224_017929	Experienced Adventurer
ETC_20151224_017930	Obtain 4,000 Gimmick Achievement Points
ETC_20151224_017931	Capable Adventurer
ETC_20151224_017932	Obtain 9,000 Gimmick Achievement Points
ETC_20151224_017933	Resurrected 1,000 times using Cristal del Almas
ETC_20151224_017934	Obtain 50 treasures from treasure chests
ETC_20151224_017935	Obtain 150 treasures from treasure chests
ETC_20151224_017936	Obtain 300 treasures from treasure chests
ETC_20151224_017937	Enter an instanced dungeon 500 times
ETC_20151224_017938	Field Gimmick Count
ETC_20151224_017939	Indun Entrance Count
ETC_20151224_017940	Blessing
ETC_20151224_017941	Extract Ptomaine
ETC_20151224_017942	Ptomaine has been extracted.
ETC_20151224_017943	The evil spirit has woken up
ETC_20151224_017944	The evil spirit attached to the monstruo has woken up.
ETC_20151224_017945	Incantation Tools' Curse
ETC_20151224_017946	You took the curse of the Incantation Tools.
ETC_20151224_017947	Timing
ETC_20151224_017948	Now.
ETC_20151224_017949	Monsters have gone crazy and are attacking other monstruos
ETC_20151224_017950	The pearl powders are indicating demons that are higher ranked.
ETC_20151224_017951	Drop the Old Pocket
ETC_20151224_017952	Old Pocket
ETC_20151224_017953	Possess the bomb
ETC_20151224_017954	Possessing the bomb
ETC_20151224_017955	Adjust the barrage
ETC_20151224_017956	Kills monstruos on the screen every 0.3 segundos
ETC_20151224_017957	Monster Annihilator
ETC_20151224_017958	The pendulum is reacting
ETC_20151224_017959	The pendulum is reacting to something
ETC_20151224_017960	Pair Up - Reward
ETC_20151224_017961	You can receive the Pair Up reward.
ETC_20151224_017962	Reward Buff - Recovery
ETC_20151224_017963	PS/PM/RES recovery rate increases
ETC_20151224_017964	Catacombs Corpse
ETC_20151224_017965	Reward Buff - Attack
ETC_20151224_017966	Reward Buff - Defense
ETC_20151224_017967	Changing
ETC_20151224_017968	In the state of a transformed monstruo.
ETC_20151224_017969	The Old Disc responded
ETC_20151224_017970	The Old Disc is indicating this monstruo.
